,post_catagory_id,post_id,created_at,duration,view_count,like_count,comment_count,current_listned_seconds_sum,avg_view_duration,Rating
0,8,12783,09/08/2023 11:55,15,6,0,0,1,0.0111,1
1,14,12745,08/08/2023 14:00,11,4,0,0,0,0,1
2,5,12463,03/08/2023 11:58,30,1,0,0,0,0,1
3,5,12462,03/08/2023 11:58,30,1,0,0,0,0,1
4,5,12387,03/08/2023 4:42,15,4,0,0,0,0,1
5,6,12380,02/08/2023 16:20,17,4,0,0,0,0,1
6,14,12379,02/08/2023 16:17,10,11,0,0,0,0,1
7,14,12377,02/08/2023 15:56,10,59,0,0,0,0,1
8,14,12376,02/08/2023 15:53,30,61,0,0,0,0,1
9,7,12373,02/08/2023 15:47,20,9,0,0,0,0,1
10,7,12372,02/08/2023 15:27,16,5,0,0,0,0,1
11,7,12354,02/08/2023 13:38,20,4,0,0,0,0,1
12,16,12347,02/08/2023 13:15,10,17,2,5,2,0.0118,1
13,2,12346,02/08/2023 13:13,19,10,1,1,2,0.0105,1
14,8,12339,02/08/2023 12:37,16,1,0,0,0,0,1
15,7,12338,02/08/2023 12:29,15,9,0,0,0,0,1
16,2,12334,02/08/2023 12:13,19,4,1,0,2,0.0263,1
17,7,12333,02/08/2023 11:30,15,34,1,0,0,0,1
18,16,12332,02/08/2023 11:23,17,80,2,1,5,0.0037,1
19,14,12331,02/08/2023 11:22,13,63,1,0,4,0.0049,1
20,14,12327,02/08/2023 11:05,11,7,1,0,0,0,1
21,7,12302,02/08/2023 9:50,34,81,0,0,1,0.0004,1
22,4,12299,02/08/2023 9:33,14,6,1,5,1,0.0119,1
23,14,12260,02/08/2023 6:52,13,72,2,0,2,0.0021,1
24,5,12258,02/08/2023 6:49,30,59,1,1,2,0.0011,1
25,8,12202,01/08/2023 11:26,61,73,1,0,1,0.0002,1
26,8,12201,01/08/2023 11:22,61,29,1,0,1,0.0006,1
27,8,12200,01/08/2023 11:19,61,24,1,0,0,0,1
28,8,12199,01/08/2023 11:15,61,71,2,0,0,0,1
29,8,12196,01/08/2023 11:12,61,20,1,0,0,0,1
30,8,12193,01/08/2023 11:08,61,21,1,0,0,0,1
31,8,12192,01/08/2023 11:05,61,19,1,0,0,0,1
32,8,12189,01/08/2023 11:01,61,14,1,0,0,0,1
33,8,12188,01/08/2023 10:58,61,12,0,0,0,0,1
34,14,12187,01/08/2023 10:56,14,12,1,1,0,0,1
35,8,12185,01/08/2023 10:54,61,17,1,0,0,0,1
36,8,12183,01/08/2023 10:51,61,13,0,0,0,0,1
37,8,12181,01/08/2023 10:47,61,12,0,0,0,0,1
38,8,12180,01/08/2023 10:44,61,16,1,0,0,0,1
39,8,12178,01/08/2023 10:40,61,10,0,0,0,0,1
40,8,12177,01/08/2023 10:36,61,14,0,0,0,0,1
41,8,12174,01/08/2023 10:32,61,11,0,0,0,0,1
42,8,12173,01/08/2023 10:28,61,7,0,0,0,0,1
43,8,12172,01/08/2023 10:25,61,14,0,0,0,0,1
44,8,12171,01/08/2023 10:22,61,9,0,0,0,0,1
45,8,12170,01/08/2023 10:18,61,9,0,0,0,0,1
46,7,12168,01/08/2023 9:48,14,15,1,0,0,0,1
47,14,12166,01/08/2023 8:20,11,7,1,1,0,0,1
48,8,12164,01/08/2023 7:39,10,46,1,8,1,0.0022,1
49,2,12163,01/08/2023 7:37,18,150,3,13,2,0.0007,2
50,16,12162,01/08/2023 7:33,15,116,3,3,1,0.0006,2
51,14,12161,01/08/2023 6:32,15,76,0,1,0,0,1
52,5,12157,01/08/2023 4:57,30,1,0,0,1,0.0333,1
53,5,12156,02/08/2023 4:57,30,1,0,0,1,0.0333,1
54,5,12155,15/07/2023 4:56,30,1,0,0,0,0,1
55,7,12140,31/07/2023 12:52,18,11,0,0,0,0,1
56,7,12136,31/07/2023 12:37,13,27,0,0,0,0,1
57,15,12128,31/07/2023 11:21,10,53,0,0,0,0,1
58,7,12126,31/07/2023 10:49,17,15,0,0,0,0,1
59,14,12108,31/07/2023 7:13,11,56,0,4,2,0.0032,1
60,7,12106,31/07/2023 7:09,13,11,0,0,1,0.007,1
61,14,12099,31/07/2023 6:17,14,72,0,0,0,0,1
62,14,12089,29/07/2023 10:26,12,73,0,0,1,0.0011,1
63,12,12088,29/07/2023 10:23,23,1,0,0,0,0,1
64,14,12074,28/07/2023 14:22,21,1,0,0,2,0.0952,1
65,14,12073,28/07/2023 11:03,11,2,0,0,2,0.0909,1
66,12,12062,28/07/2023 6:54,13,95,0,2,8,0.0065,1
67,14,12059,28/07/2023 6:49,10,1,0,0,0,0,1
68,18,12057,28/07/2023 6:45,14,102,0,3,2,0.0014,2
69,2,12047,28/07/2023 5:58,30,89,1,2,4,0.0015,1
70,7,12041,27/07/2023 12:45,30,8,1,2,1,0.0042,1
71,14,12040,27/07/2023 11:28,16,48,1,2,0,0,1
72,14,12039,27/07/2023 11:22,14,56,1,0,0,0,1
73,14,12038,27/07/2023 8:41,12,16,2,1,3,0.0156,1
74,14,12037,27/07/2023 8:05,13,156,0,0,6,0.003,2
75,7,12033,26/07/2023 13:02,20,20,1,0,4,0.01,1
76,8,12032,26/07/2023 12:59,13,13,0,2,4,0.0237,1
77,11,12030,26/07/2023 4:35,34,1,1,1,0,0,1
78,7,12018,25/07/2023 12:12,14,70,0,11,5,0.0051,1
79,14,12014,25/07/2023 9:55,12,52,0,0,3,0.0048,1
80,7,12011,25/07/2023 5:51,14,2,1,0,1,0.0357,1
81,14,12010,25/07/2023 5:44,11,4,1,0,3,0.0682,1
82,14,12009,25/07/2023 5:00,12,93,1,0,5,0.0045,1
83,14,12008,24/07/2023 12:45,13,218,0,2,6,0.0021,2
84,12,12007,24/07/2023 12:35,14,2,0,0,2,0.0714,1
85,14,12005,24/07/2023 12:17,11,1,0,0,1,0.0909,1
86,5,11989,24/07/2023 10:41,30,25,1,1,4,0.0053,1
87,5,11988,24/07/2023 10:39,30,11,0,2,2,0.0061,1
88,5,11987,24/07/2023 10:36,30,77,0,1,7,0.003,1
89,5,11986,24/07/2023 10:34,30,63,3,3,6,0.0032,1
90,5,11985,24/07/2023 10:22,30,50,1,0,7,0.0047,1
91,5,11984,24/07/2023 10:20,30,46,1,0,4,0.0029,1
92,5,11983,24/07/2023 9:57,30,69,1,2,7,0.0034,1
93,5,11982,24/07/2023 9:56,30,64,0,4,5,0.0026,1
94,14,11981,24/07/2023 9:29,11,185,2,1,8,0.0039,2
95,14,11980,24/07/2023 9:26,11,278,3,1,8,0.0026,2
96,12,11979,24/07/2023 7:39,12,202,1,2,9,0.0037,2
97,1,11971,20/07/2023 13:57,10,10,0,12,1,0.01,1
98,7,11969,20/07/2023 13:22,16,206,3,3,12,0.0036,2
99,14,11968,20/07/2023 13:20,12,43,2,0,5,0.0097,1
100,5,11966,20/07/2023 10:05,30,35,1,2,6,0.0057,1
101,5,11965,20/07/2023 9:57,30,28,2,2,5,0.006,1
102,14,11964,19/07/2023 17:30,15,5,0,0,2,0.0267,1
103,4,11963,19/07/2023 17:15,17,5,0,0,2,0.0235,1
104,8,11962,19/07/2023 17:10,13,53,0,0,3,0.0044,1
105,7,11960,19/07/2023 13:59,13,48,0,0,0,0,1
106,7,11959,19/07/2023 13:57,11,24,0,0,0,0,1
107,2,11949,17/07/2023 12:49,19,4,2,6,0,0,1
108,3,11947,17/07/2023 9:53,10,311,3,9,8,0.0026,3
109,7,11946,17/07/2023 9:23,15,339,1,2,9,0.0018,3
110,16,11945,17/07/2023 6:52,16,3,0,0,0,0,1
111,11,11939,14/07/2023 9:51,20,149,2,0,9,0.003,2
112,4,11938,14/07/2023 9:50,12,140,2,0,8,0.0048,2
113,3,11937,14/07/2023 9:48,10,144,4,1,10,0.0069,2
114,5,11936,14/07/2023 9:46,10,151,2,0,7,0.0046,2
115,8,11934,14/07/2023 9:33,61,155,1,0,9,0.001,2
116,8,11933,14/07/2023 9:29,61,125,4,2,8,0.001,2
117,8,11932,14/07/2023 9:24,61,138,4,0,13,0.0015,2
118,8,11931,14/07/2023 9:19,61,122,6,1,5,0.0007,2
119,8,11930,14/07/2023 9:14,61,142,2,0,11,0.0013,2
120,8,11929,14/07/2023 9:10,61,133,2,0,6,0.0007,2
121,8,11928,14/07/2023 9:06,61,149,2,0,8,0.0009,2
122,8,11927,14/07/2023 9:01,61,138,0,3,4,0.0005,2
123,8,11926,14/07/2023 8:57,61,139,0,0,5,0.0006,2
124,8,11925,14/07/2023 8:53,61,132,1,4,11,0.0014,2
125,8,11924,14/07/2023 8:49,40,155,0,0,3,0.0005,2
126,8,11923,14/07/2023 8:45,61,132,3,1,6,0.0007,2
127,8,11922,14/07/2023 8:41,61,156,1,0,5,0.0005,2
128,8,11921,14/07/2023 8:37,61,141,1,0,10,0.0012,2
129,8,11919,14/07/2023 8:29,61,122,2,0,8,0.0011,2
130,8,11918,14/07/2023 8:25,61,131,1,1,7,0.0009,2
131,8,11917,14/07/2023 8:21,61,146,0,1,7,0.0008,2
132,8,11916,14/07/2023 8:17,71,126,2,0,5,0.0006,2
133,1,11913,14/07/2023 7:55,10,3,0,0,0,0,1
134,12,11912,14/07/2023 7:54,15,139,2,0,11,0.0053,2
135,7,11910,14/07/2023 6:43,13,241,3,3,14,0.0045,2
136,5,11909,14/07/2023 6:31,15,166,2,3,13,0.0052,2
137,4,11908,14/07/2023 6:31,18,156,0,4,9,0.0032,2
138,7,11907,14/07/2023 6:23,12,286,5,20,14,0.0041,3
139,8,11887,06/07/2023 12:21,61,153,1,0,11,0.0012,2
140,8,11884,06/07/2023 8:18,61,150,1,1,13,0.0014,2
141,8,11883,06/07/2023 8:08,61,205,1,1,11,0.0009,2
142,12,11868,06/07/2023 5:55,15,24,1,0,4,0.0111,1
143,12,11836,05/07/2023 12:01,15,143,1,0,8,0.0037,2
144,13,11781,05/07/2023 9:36,20,174,4,4,9,0.0026,2
145,1,11774,04/07/2023 10:47,10,1,1,0,1,0.1,1
146,6,11769,04/07/2023 10:19,11,142,0,6,10,0.0064,2
147,12,11733,04/07/2023 6:32,61,137,0,8,12,0.0014,2
148,12,11732,04/07/2023 5:43,62,168,1,1,9,0.0009,2
149,12,11731,04/07/2023 5:33,62,168,1,0,7,0.0007,2
150,14,11729,04/07/2023 5:05,11,166,3,5,11,0.006,2
151,16,11724,03/07/2023 12:19,71,22,1,0,0,0,1
152,16,11722,03/07/2023 12:06,71,168,2,0,7,0.0006,2
153,16,11721,03/07/2023 12:02,71,19,1,0,1,0.0007,1
154,12,11720,03/07/2023 11:57,71,164,1,0,7,0.0006,2
155,12,11719,03/07/2023 11:53,71,166,1,0,9,0.0008,2
156,16,11706,03/07/2023 10:20,71,16,1,0,2,0.0018,1
157,16,11704,03/07/2023 9:59,71,168,2,2,12,0.001,2
158,16,11703,03/07/2023 9:22,71,16,1,0,0,0,1
159,8,11700,03/07/2023 6:40,21,2,0,0,2,0.0476,1
160,12,11688,01/07/2023 10:56,71,141,3,1,10,0.001,2
161,12,11687,01/07/2023 10:48,71,158,3,1,10,0.0009,2
162,14,11660,30/06/2023 9:15,15,134,1,0,7,0.0035,2
163,14,11649,29/06/2023 5:46,26,164,1,4,11,0.0026,2
164,14,11648,28/06/2023 13:39,12,13,2,0,2,0.0128,1
165,14,11645,28/06/2023 12:41,13,27,1,0,3,0.0085,1
166,14,11643,28/06/2023 11:20,12,16,1,0,3,0.0156,1
167,16,11641,28/06/2023 9:41,14,158,4,1,9,0.0041,2
168,14,11640,28/06/2023 9:40,12,147,1,3,6,0.0034,2
169,14,11639,28/06/2023 9:23,11,14,1,0,2,0.013,1
170,14,11638,28/06/2023 9:16,12,164,2,0,7,0.0036,2
171,14,11637,28/06/2023 8:42,11,185,2,5,9,0.0044,2
172,6,11570,23/06/2023 6:33,15,9,0,0,2,0.0148,1
173,7,11504,22/06/2023 10:40,20,50,2,4,16,0.016,1
174,14,11457,21/06/2023 16:22,23,53,1,1,14,0.0115,1
175,14,11354,21/06/2023 9:41,17,3,0,3,2,0.0392,1
176,14,11353,21/06/2023 9:41,18,1,0,1,1,0.0556,1
177,14,11350,21/06/2023 9:08,16,60,3,0,19,0.0198,1
178,16,11337,21/06/2023 5:55,55,1,0,0,0,0,1
179,14,11324,21/06/2023 4:37,18,57,3,1,19,0.0185,1
180,7,11304,20/06/2023 7:54,14,53,2,0,9,0.0121,1
181,14,11260,19/06/2023 17:46,18,21,0,0,6,0.0159,1
182,15,11241,19/06/2023 13:26,100,1,1,1,1,0.01,1
183,14,11223,19/06/2023 8:22,23,33,0,0,15,0.0198,1
184,12,11204,16/06/2023 7:16,12,23,1,0,10,0.0362,1
185,12,11203,16/06/2023 6:53,17,29,0,0,14,0.0284,1
186,8,11177,14/06/2023 10:22,14,22,2,9,12,0.039,1
187,14,11156,14/06/2023 6:07,21,10,0,0,4,0.019,1
188,7,11155,14/06/2023 6:07,20,21,1,1,8,0.019,1
189,7,11103,12/06/2023 5:44,15,11,0,0,5,0.0303,1
190,14,11033,07/06/2023 5:41,25,17,0,0,5,0.0118,1
191,13,11029,05/06/2023 7:51,14,2,0,0,1,0.0357,1
192,2,11020,26/05/2023 9:41,13,5,0,0,2,0.0308,1
193,14,11019,26/05/2023 9:39,13,6,0,0,1,0.0128,1
194,14,11018,26/05/2023 9:37,10,8,0,0,1,0.0125,1
195,2,11017,26/05/2023 9:35,14,4,0,0,0,0,1
196,14,11016,26/05/2023 9:34,16,3,0,0,1,0.0208,1
197,14,11015,26/05/2023 9:32,11,6,0,0,0,0,1
198,14,11014,26/05/2023 9:30,13,4,0,0,1,0.0192,1
199,14,11013,26/05/2023 9:29,16,4,0,0,2,0.0312,1
200,14,11012,26/05/2023 9:15,18,10,0,0,4,0.0222,1
201,14,11011,26/05/2023 9:11,12,7,0,0,2,0.0238,1
202,2,11008,25/05/2023 6:38,21,22,0,0,14,0.0303,1
203,7,10971,17/05/2023 14:29,14,13,0,0,7,0.0385,1
204,7,10966,17/05/2023 12:46,14,22,0,0,17,0.0552,1
205,14,10952,17/05/2023 10:53,19,13,0,0,5,0.0202,1
206,7,10951,17/05/2023 10:51,18,13,0,0,6,0.0256,1
207,14,10948,17/05/2023 10:46,16,10,0,0,2,0.0125,1
208,9,10946,17/05/2023 8:41,24,22,0,0,16,0.0303,1
209,7,10944,17/05/2023 8:27,13,7,0,0,2,0.022,1
210,11,10925,15/05/2023 14:06,12,12,0,0,4,0.0278,1
211,14,10901,12/05/2023 15:18,20,25,1,1,22,0.044,1
212,7,10899,12/05/2023 15:15,22,1,0,0,1,0.0455,1
213,8,10724,11/05/2023 5:47,22,22,0,2,16,0.0331,1
214,2,10679,08/05/2023 16:10,31,10,0,0,6,0.0194,1
215,6,10676,08/05/2023 15:54,16,11,2,0,8,0.0455,1
216,3,10675,08/05/2023 15:54,22,7,0,0,4,0.026,1
217,1,10671,08/05/2023 15:40,46,8,1,0,4,0.0109,1
218,3,10669,08/05/2023 15:40,39,4,0,0,3,0.0192,1
219,13,10667,08/05/2023 15:39,17,5,1,0,1,0.0118,1
220,8,10663,08/05/2023 15:32,78,2,0,0,1,0.0064,1
221,6,10662,08/05/2023 15:31,17,2,0,0,1,0.0294,1
222,17,10661,08/05/2023 15:29,15,20,3,0,14,0.0467,1
223,19,10660,08/05/2023 15:25,26,8,1,0,6,0.0288,1
224,2,10659,08/05/2023 15:22,44,6,0,0,3,0.0114,1
225,2,10658,08/05/2023 15:19,17,5,0,0,3,0.0353,1
226,7,10656,08/05/2023 14:48,29,8,0,0,4,0.0172,1
227,18,10655,08/05/2023 14:47,19,8,0,0,6,0.0395,1
228,4,10651,08/05/2023 14:42,38,8,0,0,1,0.0033,1
229,6,10650,08/05/2023 14:39,14,9,0,0,4,0.0317,1
230,2,10648,08/05/2023 14:30,180,16,2,0,10,0.0035,1
231,6,10645,08/05/2023 13:51,11,14,0,0,7,0.0455,1
232,2,10644,08/05/2023 13:43,44,4,0,0,4,0.0227,1
233,4,10641,08/05/2023 13:34,19,2,0,0,1,0.0263,1
234,6,10640,08/05/2023 13:31,15,14,1,0,6,0.0286,1
235,6,10639,08/05/2023 13:31,15,15,0,0,5,0.0222,1
236,6,10637,08/05/2023 13:29,25,10,0,0,7,0.028,1
237,5,10636,08/05/2023 13:27,14,10,0,0,7,0.05,1
238,9,10635,08/05/2023 13:25,11,14,1,0,11,0.0714,1
239,2,10633,08/05/2023 13:22,20,13,0,0,8,0.0308,1
240,15,10632,08/05/2023 13:18,11,12,0,0,6,0.0455,1
241,15,10630,08/05/2023 13:16,110,10,0,0,7,0.0064,1
242,6,10627,08/05/2023 13:02,12,28,1,0,17,0.0506,1
243,15,10626,08/05/2023 12:59,47,1,0,0,0,0,1
244,11,10624,08/05/2023 12:56,59,10,0,0,6,0.0102,1
245,6,10622,08/05/2023 12:54,17,6,0,0,4,0.0392,1
246,2,10621,08/05/2023 12:51,15,11,0,0,12,0.0727,1
247,4,10619,08/05/2023 12:50,22,16,0,0,10,0.0284,1
248,2,10617,08/05/2023 12:47,23,11,0,0,8,0.0316,1
249,15,10616,08/05/2023 12:47,77,1,0,0,0,0,1
250,2,10612,08/05/2023 12:45,38,7,0,0,6,0.0226,1
251,7,10609,08/05/2023 12:41,33,11,0,0,10,0.0275,1
252,2,10608,08/05/2023 12:40,14,8,0,0,4,0.0357,1
253,2,10605,08/05/2023 12:37,11,8,0,0,5,0.0568,1
254,6,10604,08/05/2023 12:32,12,11,0,0,6,0.0455,1
255,10,10602,08/05/2023 12:30,21,12,0,0,2,0.0079,1
256,6,10600,08/05/2023 12:26,30,16,0,0,8,0.0167,1
257,6,10599,08/05/2023 12:26,31,9,0,0,4,0.0143,1
258,7,10598,08/05/2023 12:25,55,11,0,0,7,0.0116,1
259,2,10596,08/05/2023 12:25,14,14,0,0,8,0.0408,1
260,1,10594,08/05/2023 12:23,10,16,0,0,10,0.0625,1
261,10,10593,08/05/2023 12:22,27,17,2,2,10,0.0218,1
262,15,10592,08/05/2023 12:21,10,8,0,0,5,0.0625,1
263,7,10591,08/05/2023 12:20,29,10,1,0,3,0.0103,1
264,6,10590,08/05/2023 12:17,12,5,0,0,4,0.0667,1
265,2,10586,08/05/2023 12:14,21,6,0,0,6,0.0476,1
266,5,10585,08/05/2023 12:12,10,9,0,0,6,0.0667,1
267,11,10584,08/05/2023 12:11,78,13,0,0,9,0.0089,1
268,3,10581,08/05/2023 12:09,14,8,0,0,6,0.0536,1
269,10,10580,08/05/2023 12:08,25,7,0,0,5,0.0286,1
270,6,10575,08/05/2023 12:02,36,8,0,0,6,0.0208,1
271,12,10574,08/05/2023 12:00,53,11,0,0,7,0.012,1
272,13,10571,08/05/2023 11:58,39,5,0,0,4,0.0205,1
273,6,10570,08/05/2023 11:49,12,17,1,0,14,0.0686,1
274,10,10568,08/05/2023 11:45,134,7,0,0,8,0.0085,1
275,19,10567,08/05/2023 11:44,11,6,3,0,5,0.0758,1
276,2,10565,08/05/2023 11:41,77,10,0,0,10,0.013,1
277,15,10564,08/05/2023 11:39,10,17,0,0,11,0.0647,1
278,6,10562,08/05/2023 11:38,21,18,0,0,11,0.0291,1
279,11,10561,08/05/2023 11:37,17,23,0,0,15,0.0384,1
280,10,10559,08/05/2023 11:36,12,1,0,0,6,0.5,1
281,7,10557,08/05/2023 11:35,73,12,0,0,6,0.0068,1
282,6,10556,08/05/2023 11:35,23,14,0,0,8,0.0248,1
283,1,10554,08/05/2023 11:30,12,15,2,0,14,0.0778,1
284,3,10553,08/05/2023 11:27,18,18,2,0,11,0.034,1
285,10,10552,08/05/2023 11:27,179,16,0,0,8,0.0028,1
286,15,10550,08/05/2023 11:21,25,29,3,1,16,0.0221,1
287,6,10547,08/05/2023 11:12,10,17,4,4,9,0.0529,1
288,19,10546,08/05/2023 11:10,13,18,5,1,12,0.0513,1
289,5,10540,08/05/2023 10:57,58,15,1,2,9,0.0103,1
290,1,10538,08/05/2023 10:54,14,16,1,0,8,0.0357,1
291,6,10536,08/05/2023 10:50,45,59,26,2,39,0.0147,1
292,6,10535,08/05/2023 10:50,132,23,1,0,12,0.004,1
293,15,10533,08/05/2023 10:45,27,1,0,0,2,0.0741,1
294,12,10532,08/05/2023 10:44,12,121,31,1,50,0.0344,2
295,6,10530,08/05/2023 10:36,12,23,1,1,11,0.0399,1
296,5,10529,08/05/2023 10:36,30,18,3,0,7,0.013,1
297,6,10528,08/05/2023 10:35,10,38,3,1,19,0.05,1
298,13,10527,08/05/2023 10:33,61,17,0,0,5,0.0048,1
299,5,10526,08/05/2023 10:33,27,23,1,0,13,0.0209,1
300,1,10525,08/05/2023 10:31,34,11,0,0,9,0.0241,1
301,15,10523,08/05/2023 10:29,12,6,0,0,5,0.0694,1
302,6,10521,08/05/2023 10:27,15,11,0,0,7,0.0424,1
303,1,10520,08/05/2023 10:27,23,6,1,0,4,0.029,1
304,10,10519,08/05/2023 10:27,41,7,1,0,8,0.0279,1
305,13,10518,08/05/2023 10:27,61,8,0,0,4,0.0082,1
306,15,10517,08/05/2023 10:27,17,38,11,3,20,0.031,1
307,15,10516,08/05/2023 10:25,10,6,0,0,4,0.0667,1
308,13,10514,08/05/2023 10:20,11,17,3,1,8,0.0428,1
309,10,10513,08/05/2023 10:18,17,15,0,0,5,0.0196,1
310,6,10511,08/05/2023 10:16,11,126,35,7,71,0.0512,2
311,6,10508,08/05/2023 10:11,122,7,0,0,4,0.0047,1
312,16,10506,08/05/2023 10:10,11,12,1,0,8,0.0606,1
313,6,10504,08/05/2023 10:08,180,8,0,0,4,0.0028,1
314,6,10497,08/05/2023 9:55,12,10,2,0,8,0.0667,1
315,16,10496,08/05/2023 9:52,84,9,2,0,6,0.0079,1
316,7,10494,08/05/2023 9:48,56,12,1,0,7,0.0104,1
317,6,10493,08/05/2023 9:48,21,8,1,0,5,0.0298,1
318,6,10491,08/05/2023 9:41,15,10,0,0,4,0.0267,1
319,6,10488,08/05/2023 9:27,18,8,0,0,6,0.0417,1
320,6,10487,08/05/2023 9:23,12,8,1,0,7,0.0729,1
321,5,10485,08/05/2023 9:18,12,9,0,0,6,0.0556,1
322,20,10481,08/05/2023 9:08,51,16,0,0,8,0.0098,1
323,8,10476,08/05/2023 9:03,28,8,1,0,6,0.0268,1
324,13,10473,08/05/2023 8:59,38,12,1,0,4,0.0088,1
325,6,10472,08/05/2023 8:57,10,7,0,0,2,0.0286,1
326,6,10471,08/05/2023 8:56,15,10,0,0,6,0.04,1
327,1,10470,08/05/2023 8:54,64,14,2,0,8,0.0089,1
328,19,10469,08/05/2023 8:54,17,14,0,0,6,0.0252,1
329,15,10467,08/05/2023 8:53,30,6,0,0,1,0.0056,1
330,6,10463,08/05/2023 8:39,15,4,0,0,2,0.0333,1
331,6,10456,08/05/2023 8:25,180,11,1,0,7,0.0035,1
332,10,10455,08/05/2023 8:24,26,9,0,0,6,0.0256,1
333,6,10454,08/05/2023 8:24,14,23,0,0,11,0.0342,1
334,19,10450,08/05/2023 8:21,42,8,1,0,4,0.0119,1
335,11,10445,08/05/2023 8:12,18,8,0,0,7,0.0486,1
336,8,10440,08/05/2023 8:02,63,15,2,0,7,0.0074,1
337,15,10439,08/05/2023 7:57,12,18,0,0,17,0.0787,1
338,6,10434,08/05/2023 7:54,122,10,2,4,7,0.0057,1
339,15,10431,08/05/2023 7:52,18,9,0,0,6,0.037,1
340,3,10424,08/05/2023 7:45,77,19,4,0,14,0.0096,1
341,19,10421,08/05/2023 7:40,15,13,0,0,8,0.041,1
342,6,10420,08/05/2023 7:40,14,131,68,10,69,0.0376,2
343,7,10418,08/05/2023 7:30,23,13,0,0,9,0.0301,1
344,1,10417,08/05/2023 7:30,180,17,0,0,10,0.0033,1
345,6,10416,08/05/2023 7:29,60,10,0,0,6,0.01,1
346,6,10415,08/05/2023 7:19,10,14,1,0,10,0.0714,1
347,6,10414,08/05/2023 7:16,76,12,0,0,6,0.0066,1
348,4,10413,08/05/2023 7:03,59,12,1,0,10,0.0141,1
349,6,10412,08/05/2023 6:45,34,10,1,0,8,0.0235,1
350,6,10411,08/05/2023 6:43,18,11,1,0,4,0.0202,1
351,6,10410,08/05/2023 6:37,21,7,0,0,7,0.0476,1
352,5,10408,08/05/2023 6:25,11,23,0,0,15,0.0593,1
353,6,10402,08/05/2023 6:00,180,18,0,0,12,0.0037,1
354,12,10399,08/05/2023 5:51,180,21,0,0,14,0.0037,1
355,13,10398,08/05/2023 5:39,59,14,1,0,5,0.0061,1
356,6,10397,08/05/2023 5:38,59,10,0,0,9,0.0153,1
357,5,10396,08/05/2023 5:30,11,21,0,0,11,0.0476,1
358,1,10393,08/05/2023 3:24,21,8,0,0,9,0.0536,1
359,8,10391,08/05/2023 2:40,22,11,0,0,8,0.0331,1
360,6,10386,08/05/2023 0:48,15,7,1,0,9,0.0857,1
361,16,10385,08/05/2023 0:46,14,19,0,0,13,0.0489,1
362,6,10384,08/05/2023 0:30,42,16,0,0,10,0.0149,1
363,6,10383,08/05/2023 0:28,11,15,0,0,8,0.0485,1
364,16,10382,08/05/2023 0:21,15,8,0,0,6,0.05,1
365,16,10381,08/05/2023 0:19,15,8,0,0,7,0.0583,1
366,16,10380,08/05/2023 0:17,14,12,0,0,6,0.0357,1
367,12,10379,08/05/2023 0:07,16,20,1,0,13,0.0406,1
368,16,10377,07/05/2023 23:45,21,20,0,1,15,0.0357,1
369,5,10375,07/05/2023 23:36,45,19,0,0,12,0.014,1
370,15,10373,07/05/2023 23:24,98,8,0,0,8,0.0102,1
371,6,10371,07/05/2023 23:20,81,14,0,0,10,0.0088,1
372,15,10368,07/05/2023 23:15,115,18,6,3,15,0.0072,1
373,15,10367,07/05/2023 23:10,78,9,0,0,5,0.0071,1
374,3,10366,07/05/2023 22:56,10,22,1,0,15,0.0682,1
375,6,10365,07/05/2023 22:55,12,14,0,0,10,0.0595,1
376,5,10364,07/05/2023 22:50,52,7,1,0,6,0.0165,1
377,6,10363,07/05/2023 22:45,81,14,5,0,14,0.0123,1
378,6,10360,07/05/2023 22:15,18,9,0,0,6,0.037,1
379,15,10358,07/05/2023 22:11,45,15,0,0,5,0.0074,1
380,6,10357,07/05/2023 22:05,140,9,0,0,7,0.0056,1
381,4,10356,07/05/2023 22:04,23,11,0,0,6,0.0237,1
382,3,10353,07/05/2023 21:55,27,6,0,0,4,0.0247,1
383,6,10350,07/05/2023 21:51,26,7,0,0,7,0.0385,1
384,13,10347,07/05/2023 21:50,34,6,0,0,7,0.0343,1
385,6,10346,07/05/2023 21:49,18,10,0,0,6,0.0333,1
386,6,10345,07/05/2023 21:46,13,10,0,0,7,0.0538,1
387,11,10343,07/05/2023 21:43,59,15,1,1,11,0.0124,1
388,3,10341,07/05/2023 21:31,143,9,0,0,7,0.0054,1
389,15,10339,07/05/2023 21:25,32,17,0,0,7,0.0129,1
390,6,10337,07/05/2023 21:23,54,20,0,0,13,0.012,1
391,15,10336,07/05/2023 21:22,14,15,1,1,12,0.0571,1
392,6,10335,07/05/2023 21:19,13,16,2,0,6,0.0288,1
393,10,10330,07/05/2023 21:13,11,12,0,0,4,0.0303,1
394,10,10326,07/05/2023 21:05,26,11,0,0,3,0.0105,1
395,13,10325,07/05/2023 20:57,25,8,0,0,4,0.02,1
396,8,10323,07/05/2023 20:56,54,13,0,0,7,0.01,1
397,15,10321,07/05/2023 20:51,68,10,0,0,3,0.0044,1
398,6,10315,07/05/2023 20:38,14,12,2,1,5,0.0298,1
399,19,10314,07/05/2023 20:38,179,18,0,0,9,0.0028,1
400,6,10313,07/05/2023 20:37,10,14,3,1,4,0.0286,1
401,3,10309,07/05/2023 20:12,12,20,3,0,10,0.0417,1
402,11,10303,07/05/2023 19:52,22,8,0,0,7,0.0398,1
403,5,10301,07/05/2023 19:51,111,11,0,0,7,0.0057,1
